tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,tempo,note,velocity,channel
3840,note_off,120,0,1,,,,,,,,,,,,75,64,0
3840,note_off,480,0,2,,,,,,,,,,,,67,64,0
3840,note_on,0,0,2,,,,,,,,,,,,66,64,0
3840,note_on,0,0,1,,,,,,,,,,,,69,64,0
3840,note_off,60,0,3,,,,,,,,,,,,48,64,0
3840,note_on,0,0,3,,,,,,,,,,,,50,64,0
3960,note_off,120,0,3,,,,,,,,,,,,50,64,0
3960,note_on,0,0,3,,,,,,,,,,,,51,64,0
4080,note_off,120,0,3,,,,,,,,,,,,51,64,0
4080,note_on,0,0,3,,,,,,,,,,,,50,64,0
4200,note_off,120,0,3,,,,,,,,,,,,50,64,0
4200,note_on,0,0,3,,,,,,,,,,,,48,64,0
4320,note_on,0,0,3,,,,,,,,,,,,47,64,0
4320,note_off,480,0,1,,,,,,,,,,,,69,64,0
4320,note_on,0,0,2,,,,,,,,,,,,65,64,0
4320,note_off,480,0,2,,,,,,,,,,,,66,64,0
4320,note_off,120,0,3,,,,,,,,,,,,48,64,0
4440,note_on,0,0,3,,,,,,,,,,,,43,64,0
4440,note_off,120,0,3,,,,,,,,,,,,47,64,0
4560,note_off,120,0,3,,,,,,,,,,,,43,64,0
4560,note_on,240,0,1,,,,,,,,,,,,74,64,0
4560,note_on,0,0,3,,,,,,,,,,,,45,64,0
4680,note_off,120,0,3,,,,,,,,,,,,45,64,0
4680,note_on,0,0,3,,,,,,,,,,,,47,64,0
4800,note_off,120,0,3,,,,,,,,,,,,47,64,0
4800,note_on,0,0,3,,,,,,,,,,,,48,64,0
4800,note_off,480,0,2,,,,,,,,,,,,65,64,0
4800,note_on,0,0,2,,,,,,,,,,,,64,64,0
4800,note_on,0,0,1,,,,,,,,,,,,67,64,0
4800,note_off,240,0,1,,,,,,,,,,,,74,64,0
4920,note_on,0,0,3,,,,,,,,,,,,47,64,0
4920,note_off,120,0,3,,,,,,,,,,,,48,64,0
5040,note_on,0,0,1,,,,,,,,,,,,69,64,0
5040,note_off,240,0,1,,,,,,,,,,,,67,64,0
5040,note_on,0,0,3,,,,,,,,,,,,48,64,0
5040,note_off,120,0,3,,,,,,,,,,,,47,64,0
5160,note_off,120,0,1,,,,,,,,,,,,69,64,0
5160,note_on,0,0,3,,,,,,,,,,,,50,64,0
5160,note_off,120,0,3,,,,,,,,,,,,48,64,0
5160,note_on,0,0,1,,,,,,,,,,,,71,64,0
5280,note_off,480,0,2,,,,,,,,,,,,64,64,0
5280,note_off,120,0,1,,,,,,,,,,,,71,64,0
5280,note_on,0,0,1,,,,,,,,,,,,72,64,0
5280,note_off,120,0,3,,,,,,,,,,,,50,64,0
5280,note_on,0,0,3,,,,,,,,,,,,51,64,0
5280,note_on,0,0,2,,,,,,,,,,,,63,64,0
5400,note_off,120,0,3,,,,,,,,,,,,51,64,0
5400,note_on,0,0,3,,,,,,,,,,,,48,64,0
5520,note_off,120,0,3,,,,,,,,,,,,48,64,0
5520,note_on,0,0,3,,,,,,,,,,,,50,64,0
5640,note_on,0,0,3,,,,,,,,,,,,51,64,0
5640,note_off,120,0,3,,,,,,,,,,,,50,64,0
5760,note_on,0,0,3,,,,,,,,,,,,45,64,0
5760,note_off,120,0,3,,,,,,,,,,,,51,64,0
6000,note_off,720,0,1,,,,,,,,,,,,72,64,0
6000,note_on,0,0,1,,,,,,,,,,,,74,64,0
6000,note_on,0,0,2,,,,,,,,,,,,62,64,0
6000,note_off,720,0,2,,,,,,,,,,,,63,64,0
6120,note_off,120,0,1,,,,,,,,,,,,74,64,0
6120,note_on,0,0,1,,,,,,,,,,,,76,64,0
6240,note_on,0,0,2,,,,,,,,,,,,61,64,0
6240,note_off,240,0,2,,,,,,,,,,,,62,64,0
6240,note_on,0,0,1,,,,,,,,,,,,77,64,0
6240,note_off,480,0,3,,,,,,,,,,,,45,64,0
6240,note_off,120,0,1,,,,,,,,,,,,76,64,0
6480,note_off,240,0,1,,,,,,,,,,,,77,64,0
6480,note_on,0,0,1,,,,,,,,,,,,78,64,0
6480,note_on,0,0,2,,,,,,,,,,,,60,64,0
6480,note_off,240,0,2,,,,,,,,,,,,61,64,0
6480,note_on,240,0,3,,,,,,,,,,,,50,64,0
6720,note_on,0,0,1,,,,,,,,,,,,79,64,0
6720,note_off,240,0,1,,,,,,,,,,,,78,64,0
6720,note_on,0,0,3,,,,,,,,,,,,43,64,0
6720,note_on,0,0,2,,,,,,,,,,,,59,64,0
6720,note_off,240,0,2,,,,,,,,,,,,60,64,0
6720,note_off,240,0,3,,,,,,,,,,,,50,64,0
6780,note_off,60,0,2,,,,,,,,,,,,59,64,0
6780,note_on,0,0,2,,,,,,,,,,,,57,64,0
6840,note_off,60,0,2,,,,,,,,,,,,57,64,0
6840,note_on,0,0,2,,,,,,,,,,,,55,64,0
6960,note_on,0,0,3,,,,,,,,,,,,45,64,0
6960,note_off,240,0,3,,,,,,,,,,,,43,64,0
7080,note_off,120,0,3,,,,,,,,,,,,45,64,0
7080,note_on,0,0,3,,,,,,,,,,,,47,64,0
7200,note_on,0,0,3,,,,,,,,,,,,48,64,0
7200,note_off,120,0,3,,,,,,,,,,,,47,64,0
7320,note_off,480,0,2,,,,,,,,,,,,55,64,0
7320,note_on,0,0,2,,,,,,,,,,,,59,64,0
7440,note_off,720,0,1,,,,,,,,,,,,79,64,0
7440,note_on,0,0,2,,,,,,,,,,,,60,64,0
7440,note_off,120,0,2,,,,,,,,,,,,59,64,0
7440,note_on,0,0,1,,,,,,,,,,,,81,64,0
7560,note_on,0,0,2,,,,,,,,,,,,65,64,0
7560,note_off,120,0,2,,,,,,,,,,,,60,64,0
7560,note_off,120,0,1,,,,,,,,,,,,81,64,0
7560,note_on,0,0,1,,,,,,,,,,,,83,64,0
7680,note_on,0,0,1,,,,,,,,,,,,84,64,0
7680,note_on,0,0,2,,,,,,,,,,,,64,64,0
7680,note_off,120,0,2,,,,,,,,,,,,65,64,0
7680,note_off,120,0,1,,,,,,,,,,,,83,64,0
7920,note_off,720,0,3,,,,,,,,,,,,48,64,0
7920,note_on,0,0,3,,,,,,,,,,,,50,64,0
8040,note_off,120,0,3,,,,,,,,,,,,50,64,0
8040,note_on,0,0,3,,,,,,,,,,,,52,64,0
8160,note_off,120,0,3,,,,,,,,,,,,52,64,0
8160,note_on,0,0,3,,,,,,,,,,,,53,64,0
8160,note_off,480,0,2,,,,,,,,,,,,64,64,0
8160,note_on,0,0,2,,,,,,,,,,,,63,64,0
8400,note_on,0,0,3,,,,,,,,,,,,54,64,0
8400,note_off,240,0,3,,,,,,,,,,,,53,64,0
8640,note_on,0,0,3,,,,,,,,,,,,55,64,0
8640,note_off,240,0,3,,,,,,,,,,,,54,64,0
8880,note_off,1200,0,1,,,,,,,,,,,,84,64,0
8880,note_on,0,0,1,,,,,,,,,,,,83,64,0
8940,note_off,780,0,2,,,,,,,,,,,,63,64,0
8940,note_on,0,0,2,,,,,,,,,,,,62,64,0
9000,note_off,60,0,2,,,,,,,,,,,,62,64,0
9000,note_on,0,0,2,,,,,,,,,,,,60,64,0
9060,note_off,60,0,2,,,,,,,,,,,,60,64,0
9060,note_on,0,0,2,,,,,,,,,,,,62,64,0
9120,note_off,240,0,1,,,,,,,,,,,,83,64,0
9120,note_on,0,0,2,,,,,,,,,,,,63,64,0
9120,note_off,60,0,2,,,,,,,,,,,,62,64,0
9180,note_on,0,0,2,,,,,,,,,,,,62,64,0
9180,note_off,60,0,2,,,,,,,,,,,,63,64,0
9240,note_on,0,0,2,,,,,,,,,,,,63,64,0
9240,note_off,60,0,2,,,,,,,,,,,,62,64,0
9300,note_off,60,0,2,,,,,,,,,,,,63,64,0
9300,note_on,0,0,2,,,,,,,,,,,,62,64,0
9360,note_on,240,0,1,,,,,,,,,,,,77,64,0
9360,note_on,0,0,3,,,,,,,,,,,,57,64,0
9360,note_off,720,0,3,,,,,,,,,,,,55,64,0
9360,note_on,0,0,2,,,,,,,,,,,,63,64,0
9360,note_off,60,0,2,,,,,,,,,,,,62,64,0
9420,note_off,60,0,2,,,,,,,,,,,,63,64,0
9420,note_on,0,0,2,,,,,,,,,,,,62,64,0
9480,note_on,0,0,3,,,,,,,,,,,,59,64,0
9480,note_off,120,0,3,,,,,,,,,,,,57,64,0
9480,note_off,60,0,2,,,,,,,,,,,,62,64,0
9480,note_on,0,0,2,,,,,,,,,,,,63,64,0
9540,note_off,60,0,2,,,,,,,,,,,,63,64,0
9540,note_on,0,0,2,,,,,,,,,,,,62,64,0
9600,note_off,60,0,2,,,,,,,,,,,,62,64,0
9600,note_on,0,0,2,,,,,,,,,,,,60,64,0
9600,note_on,0,0,3,,,,,,,,,,,,60,64,0
9600,note_off,120,0,3,,,,,,,,,,,,59,64,0
9960,note_on,0,0,1,,,,,,,,,,,,80,64,0
9960,note_off,600,0,1,,,,,,,,,,,,77,64,0
10080,note_on,0,0,1,,,,,,,,,,,,79,64,0
10080,note_off,120,0,1,,,,,,,,,,,,80,64,0
10080,note_off,480,0,2,,,,,,,,,,,,60,64,0
10080,note_on,0,0,2,,,,,,,,,,,,63,64,0
10440,note_on,0,0,1,,,,,,,,,,,,77,64,0
10440,note_off,360,0,1,,,,,,,,,,,,79,64,0
10560,note_off,480,0,2,,,,,,,,,,,,63,64,0
10560,note_on,0,0,2,,,,,,,,,,,,67,64,0
10560,note_off,120,0,1,,,,,,,,,,,,77,64,0
10560,note_on,0,0,1,,,,,,,,,,,,75,64,0
10800,note_on,0,0,3,,,,,,,,,,,,59,64,0
10800,note_off,1200,0,3,,,,,,,,,,,,60,64,0
10920,note_on,0,0,1,,,,,,,,,,,,74,64,0
10920,note_off,360,0,1,,,,,,,,,,,,75,64,0
11040,note_off,480,0,2,,,,,,,,,,,,67,64,0
11040,note_on,0,0,2,,,,,,,,,,,,68,64,0
11040,note_off,240,0,3,,,,,,,,,,,,59,64,0
11040,note_off,120,0,1,,,,,,,,,,,,74,64,0
11040,note_on,0,0,1,,,,,,,,,,,,74,64,0
11100,note_off,60,0,1,,,,,,,,,,,,74,64,0
11100,note_on,0,0,1,,,,,,,,,,,,72,64,0
11160,note_on,0,0,1,,,,,,,,,,,,74,64,0
11160,note_off,60,0,1,,,,,,,,,,,,72,64,0
11220,note_off,60,0,1,,,,,,,,,,,,74,64,0
11220,note_on,0,0,1,,,,,,,,,,,,72,64,0
11280,note_off,60,0,1,,,,,,,,,,,,72,64,0
11280,note_on,0,0,1,,,,,,,,,,,,74,64,0
11280,note_on,240,0,3,,,,,,,,,,,,53,64,0
11340,note_on,0,0,1,,,,,,,,,,,,72,64,0
11340,note_off,60,0,1,,,,,,,,,,,,74,64,0
11400,note_off,60,0,1,,,,,,,,,,,,72,64,0
11400,note_on,0,0,1,,,,,,,,,,,,71,64,0
11460,note_off,60,0,1,,,,,,,,,,,,71,64,0
11460,note_on,0,0,1,,,,,,,,,,,,72,64,0
11520,note_on,0,0,1,,,,,,,,,,,,74,64,0
11520,note_off,480,0,2,,,,,,,,,,,,68,64,0
11520,note_on,0,0,2,,,,,,,,,,,,59,64,0
11520,note_off,60,0,1,,,,,,,,,,,,72,64,0
11640,note_off,120,0,1,,,,,,,,,,,,74,64,0
11640,note_on,0,0,1,,,,,,,,,,,,75,64,0
11760,note_off,120,0,1,,,,,,,,,,,,75,64,0
11760,note_on,0,0,1,,,,,,,,,,,,74,64,0
11880,note_off,600,0,3,,,,,,,,,,,,53,64,0
11880,note_on,0,0,3,,,,,,,,,,,,56,64,0
11880,note_off,120,0,1,,,,,,,,,,,,74,64,0
11880,note_on,0,0,1,,,,,,,,,,,,72,64,0
12000,note_off,120,0,1,,,,,,,,,,,,72,64,0
12000,note_on,0,0,1,,,,,,,,,,,,71,64,0
12000,note_on,0,0,3,,,,,,,,,,,,55,64,0
12000,note_off,120,0,3,,,,,,,,,,,,56,64,0
12000,note_off,480,0,2,,,,,,,,,,,,59,64,0
12120,note_off,120,0,1,,,,,,,,,,,,71,64,0
12120,note_on,0,0,1,,,,,,,,,,,,67,64,0
12240,note_off,120,0,1,,,,,,,,,,,,67,64,0
12240,note_on,0,0,1,,,,,,,,,,,,69,64,0
12360,note_off,360,0,3,,,,,,,,,,,,55,64,0
12360,note_on,0,0,3,,,,,,,,,,,,53,64,0
12360,note_off,120,0,1,,,,,,,,,,,,69,64,0
12360,note_on,0,0,1,,,,,,,,,,,,71,64,0
12480,note_on,0,0,3,,,,,,,,,,,,51,64,0
12480,note_off,120,0,3,,,,,,,,,,,,53,64,0
12480,note_off,120,0,1,,,,,,,,,,,,71,64,0
12480,note_on,0,0,1,,,,,,,,,,,,72,64,0
12600,note_off,120,0,1,,,,,,,,,,,,72,64,0
12600,note_on,0,0,1,,,,,,,,,,,,71,64,0
12720,note_off,120,0,1,,,,,,,,,,,,71,64,0
12720,note_on,0,0,1,,,,,,,,,,,,72,64,0
12840,note_off,120,0,1,,,,,,,,,,,,72,64,0
12840,note_on,0,0,1,,,,,,,,,,,,74,64,0
12840,note_off,360,0,3,,,,,,,,,,,,51,64,0
12840,note_on,0,0,3,,,,,,,,,,,,50,64,0
12960,note_on,960,0,2,,,,,,,,,,,,67,64,0
12960,note_on,0,0,3,,,,,,,,,,,,50,64,0
12960,note_off,120,0,1,,,,,,,,,,,,74,64,0
12960,note_on,0,0,1,,,,,,,,,,,,75,64,0
12960,note_off,120,0,3,,,,,,,,,,,,50,64,0
13020,note_off,60,0,3,,,,,,,,,,,,50,64,0
13020,note_on,0,0,3,,,,,,,,,,,,48,64,0
13080,note_off,60,0,3,,,,,,,,,,,,48,64,0
13080,note_on,0,0,3,,,,,,,,,,,,50,64,0
13080,note_on,0,0,1,,,,,,,,,,,,72,64,0
13080,note_off,120,0,1,,,,,,,,,,,,75,64,0
13140,note_off,60,0,3,,,,,,,,,,,,50,64,0
13140,note_on,0,0,3,,,,,,,,,,,,48,64,0
13200,note_off,60,0,3,,,,,,,,,,,,48,64,0
13200,note_on,0,0,3,,,,,,,,,,,,50,64,0
13200,note_off,120,0,1,,,,,,,,,,,,72,64,0
13200,note_on,0,0,1,,,,,,,,,,,,74,64,0
13260,note_off,60,0,3,,,,,,,,,,,,50,64,0
13260,note_on,0,0,3,,,,,,,,,,,,48,64,0
13320,note_off,60,0,3,,,,,,,,,,,,48,64,0
13320,note_on,0,0,1,,,,,,,,,,,,75,64,0
13320,note_off,120,0,1,,,,,,,,,,,,74,64,0
13320,note_on,0,0,3,,,,,,,,,,,,47,64,0
13380,note_off,60,0,3,,,,,,,,,,,,47,64,0
13380,note_on,0,0,3,,,,,,,,,,,,48,64,0
13440,note_on,0,0,1,,,,,,,,,,,,69,64,0
13440,note_on,0,0,2,,,,,,,,,,,,66,64,0
13440,note_off,60,0,3,,,,,,,,,,,,48,64,0
13440,note_on,0,0,3,,,,,,,,,,,,50,64,0
13440,note_off,120,0,1,,,,,,,,,,,,75,64,0
13440,note_off,480,0,2,,,,,,,,,,,,67,64,0
13560,note_off,120,0,3,,,,,,,,,,,,50,64,0
13560,note_on,0,0,3,,,,,,,,,,,,51,64,0
13680,note_off,120,0,3,,,,,,,,,,,,51,64,0
13680,note_on,0,0,3,,,,,,,,,,,,50,64,0
13800,note_on,0,0,3,,,,,,,,,,,,48,64,0
13800,note_off,120,0,3,,,,,,,,,,,,50,64,0
13920,note_off,480,0,1,,,,,,,,,,,,69,64,0
13920,note_off,480,0,2,,,,,,,,,,,,66,64,0
13920,note_on,0,0,2,,,,,,,,,,,,65,64,0
13920,note_off,120,0,3,,,,,,,,,,,,48,64,0
13920,note_on,0,0,3,,,,,,,,,,,,47,64,0
14040,note_on,0,0,3,,,,,,,,,,,,43,64,0
14040,note_off,120,0,3,,,,,,,,,,,,47,64,0
14160,note_on,240,0,1,,,,,,,,,,,,74,64,0
14160,note_on,0,0,3,,,,,,,,,,,,45,64,0
14160,note_off,120,0,3,,,,,,,,,,,,43,64,0
14280,note_on,0,0,3,,,,,,,,,,,,47,64,0
14280,note_off,120,0,3,,,,,,,,,,,,45,64,0
14400,note_on,0,0,3,,,,,,,,,,,,48,64,0
14400,note_off,120,0,3,,,,,,,,,,,,47,64,0
14400,note_off,480,0,2,,,,,,,,,,,,65,64,0
14400,note_on,0,0,2,,,,,,,,,,,,64,64,0
14400,note_on,0,0,1,,,,,,,,,,,,67,64,0
14400,note_off,240,0,1,,,,,,,,,,,,74,64,0
14520,note_off,120,0,3,,,,,,,,,,,,48,64,0
14520,note_on,0,0,3,,,,,,,,,,,,47,64,0
14640,note_on,0,0,1,,,,,,,,,,,,69,64,0
14640,note_off,240,0,1,,,,,,,,,,,,67,64,0
14640,note_off,120,0,3,,,,,,,,,,,,47,64,0
14640,note_on,0,0,3,,,,,,,,,,,,48,64,0
14760,note_on,0,0,3,,,,,,,,,,,,50,64,0
14760,note_off,120,0,1,,,,,,,,,,,,69,64,0
14760,note_off,120,0,3,,,,,,,,,,,,48,64,0
14760,note_on,0,0,1,,,,,,,,,,,,71,64,0
14880,note_off,120,0,3,,,,,,,,,,,,50,64,0
14880,note_on,0,0,3,,,,,,,,,,,,51,64,0
14880,note_off,480,0,2,,,,,,,,,,,,64,64,0
14880,note_on,0,0,2,,,,,,,,,,,,63,64,0
14880,note_on,0,0,1,,,,,,,,,,,,72,64,0
14880,note_off,120,0,1,,,,,,,,,,,,71,64,0
15000,note_off,120,0,3,,,,,,,,,,,,51,64,0
15000,note_on,0,0,3,,,,,,,,,,,,48,64,0
15120,note_off,120,0,3,,,,,,,,,,,,48,64,0
15120,note_on,0,0,3,,,,,,,,,,,,50,64,0
15240,note_on,0,0,3,,,,,,,,,,,,51,64,0
15240,note_off,120,0,3,,,,,,,,,,,,50,64,0
15360,note_on,0,0,3,,,,,,,,,,,,45,64,0
15360,note_off,120,0,3,,,,,,,,,,,,51,64,0
15600,note_off,720,0,2,,,,,,,,,,,,63,64,0
15600,note_off,720,0,1,,,,,,,,,,,,72,64,0
15600,note_on,0,0,1,,,,,,,,,,,,74,64,0
15600,note_on,0,0,2,,,,,,,,,,,,62,64,0
15720,note_on,0,0,1,,,,,,,,,,,,76,64,0
15720,note_off,120,0,1,,,,,,,,,,,,74,64,0
15840,note_on,0,0,1,,,,,,,,,,,,77,64,0
15840,note_off,480,0,3,,,,,,,,,,,,45,64,0
15840,note_off,120,0,1,,,,,,,,,,,,76,64,0
15840,note_on,0,0,2,,,,,,,,,,,,61,64,0
15840,note_off,240,0,2,,,,,,,,,,,,62,64,0
16080,note_on,0,0,1,,,,,,,,,,,,78,64,0
16080,note_off,240,0,1,,,,,,,,,,,,77,64,0
16080,note_off,240,0,2,,,,,,,,,,,,61,64,0
16080,note_on,0,0,2,,,,,,,,,,,,60,64,0
16080,note_on,240,0,3,,,,,,,,,,,,50,64,0
16320,note_off,240,0,2,,,,,,,,,,,,60,64,0
16320,note_on,0,0,2,,,,,,,,,,,,59,64,0
16320,note_on,0,0,1,,,,,,,,,,,,79,64,0
16320,note_off,240,0,1,,,,,,,,,,,,78,64,0
16320,note_off,240,0,3,,,,,,,,,,,,50,64,0
16320,note_on,0,0,3,,,,,,,,,,,,43,64,0
16380,note_off,60,0,2,,,,,,,,,,,,59,64,0
16380,note_on,0,0,2,,,,,,,,,,,,57,64,0
16440,note_on,0,0,2,,,,,,,,,,,,55,64,0
16440,note_off,60,0,2,,,,,,,,,,,,57,64,0
16560,note_on,0,0,3,,,,,,,,,,,,45,64,0
16560,note_off,240,0,3,,,,,,,,,,,,43,64,0
16680,note_on,0,0,3,,,,,,,,,,,,47,64,0
16680,note_off,120,0,3,,,,,,,,,,,,45,64,0
16800,note_on,0,0,3,,,,,,,,,,,,48,64,0
16800,note_off,120,0,3,,,,,,,,,,,,47,64,0
16920,note_on,0,0,2,,,,,,,,,,,,59,64,0
16920,note_off,480,0,2,,,,,,,,,,,,55,64,0
17040,note_on,0,0,1,,,,,,,,,,,,81,64,0
17040,note_off,120,0,2,,,,,,,,,,,,59,64,0
17040,note_on,0,0,2,,,,,,,,,,,,60,64,0
17040,note_off,720,0,1,,,,,,,,,,,,79,64,0
17160,note_off,120,0,1,,,,,,,,,,,,81,64,0
17160,note_on,0,0,1,,,,,,,,,,,,83,64,0
17160,note_off,120,0,2,,,,,,,,,,,,60,64,0
17160,note_on,0,0,2,,,,,,,,,,,,65,64,0
17280,note_on,0,0,2,,,,,,,,,,,,64,64,0
17280,note_on,0,0,1,,,,,,,,,,,,84,64,0
17280,note_off,120,0,2,,,,,,,,,,,,65,64,0
17280,note_off,120,0,1,,,,,,,,,,,,83,64,0
17520,note_off,720,0,3,,,,,,,,,,,,48,64,0
17520,note_on,0,0,3,,,,,,,,,,,,50,64,0
17640,note_off,120,0,3,,,,,,,,,,,,50,64,0
17640,note_on,0,0,3,,,,,,,,,,,,52,64,0
17760,note_on,0,0,2,,,,,,,,,,,,63,64,0
17760,note_off,480,0,2,,,,,,,,,,,,64,64,0
17760,note_on,0,0,3,,,,,,,,,,,,53,64,0
17760,note_off,120,0,3,,,,,,,,,,,,52,64,0
18000,note_off,240,0,3,,,,,,,,,,,,53,64,0
18000,note_on,0,0,3,,,,,,,,,,,,54,64,0
18240,note_off,240,0,3,,,,,,,,,,,,54,64,0
18240,note_on,0,0,3,,,,,,,,,,,,55,64,0
18480,note_on,0,0,1,,,,,,,,,,,,83,64,0
18480,note_off,1200,0,1,,,,,,,,,,,,84,64,0
18540,note_on,0,0,2,,,,,,,,,,,,62,64,0
18540,note_off,780,0,2,,,,,,,,,,,,63,64,0
18600,note_on,0,0,2,,,,,,,,,,,,60,64,0
